30.11.2021                                       Edition de liste dynamique                                               1
---------------------------------------------------------------------------------------------------------------------------
ElémentOTP/Art.     BBG-213728-0209-02-001 / PCR0380P
Div./Util./Alt.     1000 / 2 / 01
Désignation         MASTERFOLD
Qté de base   (PC ) 1,000
Qté utilis. (PC )   1

---------------------------------------------------------------------------------------------------------------------------
|Niv|Noeud|N° composante                 |Déb.valid.|Fin valid.|Désignation objet                       |Gp.mar.ext|CatNcl|
| 5 |    2|BSA1113185600                 |01.06.2008|31.12.9999|GALET 2 JOUES 32 X 53 VIS M8            |SCC       |M     |
| 5 |    3|BSA0322139400                 |01.06.2008|31.12.9999|RENFORT DE LONGERON                     |CMP       |M     |
| 6 |    1|BSA217316030                  |01.06.2008|31.12.9999|BARRE PLATE ETIREE 30X16                |RMA       |M     |
| 5 |    4|BSA816008045                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 45            |SCC       |M     |
| 5 |    5|BSA0322224500                 |01.06.2008|31.12.9999|BARRE DE RENFORT                        |CMP       |M     |
| 6 |    1|BSA217316030                  |01.06.2008|31.12.9999|BARRE PLATE ETIREE 30X16                |RMA       |M     |
| 5 |    6|BSA1113185500                 |01.06.2008|31.12.9999|GALET 2 JOUES 40 X 53 TAR M8            |SCC       |M     |
| 5 |    7|BSA816008030                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 30            |SCC       |M     |
| 5 |   16|BSA0322112100                 |01.06.2008|31.12.9999|CENTRAGE STABILASTIC                    |CMP       |M     |
| 5 |   17|BSA1008032300                 |01.06.2008|31.12.9999|ENTRETOISE  8,2 / 13 X 6                |SCD       |M     |
| 5 |   18|BSA831700008                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M8X6.5          |SCC       |M     |
| 5 |   19|BSA0322107000                 |01.06.2008|31.12.9999|TENDEUR VIS DE                          |CMP       |M     |
| 5 |   20|BSA0322000100                 |01.06.2008|31.12.9999|ECROU DE DEPLACEMENT                    |CMP       |M     |
| 5 |   21|BSA0322100900                 |01.06.2008|31.12.9999|RONDELLE PINCEMENT                      |CMP       |M     |
| 6 |    1|BSA214510400                  |19.11.2013|31.12.9999|TOLE DECAPEE 3000X1500X4                |RMA       |M     |
| 5 |   22|BSA872206010                  |02.09.2019|31.12.9999|V TR 6P EXTRA BASSE   M 6     X 10      |SCC       |M     |
| 5 |   23|BSA1104309700                 |01.06.2008|31.12.9999|COURROIE PLATE 4x48x7320                |SCC       |M     |
| 5 |   24|BSA1131003300                 |01.06.2008|31.12.9999|GALET TENDEUR BB Ø40 X 52 A GAUCHE      |SCD       |M     |
| 5 |   28|BSA1007060800                 |01.06.2008|31.12.9999|RDL AC    10,5 / 30   X 4               |SCD       |M     |
| 5 |   29|BSA831700010                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M10X8           |SCC       |M     |
| 5 |   30|BSA0322275600                 |01.06.2008|31.12.9999|PROTECTION GAUCHE                       |CMP       |M     |
| 6 |    1|BSA214510150                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X1.5              |RMA       |M     |
| 5 |   31|BSA1131003400                 |01.06.2008|31.12.9999|GALET TENDEUR BB Ø 40 X 52 A DROITE     |SCD       |M     |
| 5 |   32|BSA0322139100                 |01.06.2008|31.12.9999|DOIGT DE PROTECTION                     |CMP       |M     |
| 5 |   33|BSA816006025                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 25            |SCC       |M     |
| 5 |   34|BSA1113202000                 |01.06.2008|31.12.9999|GALET BB D40 X 52                       |SCC       |M     |
| 5 |   35|BSA0034117600                 |01.06.2008|31.12.9999|PROTECTION GALET                        |CMP       |M     |
| 5 |   36|BSA1008906072                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M6X50 ZB            |SCC       |M     |
| 5 |   37|BSA0322549500                 |01.06.2008|31.12.9999|PROTECTION POULIE D'ENTRAINEMENT LONGUE |CMP       |M     |
| 6 |    3|BSA274510200                  |05.12.2011|31.12.9999|TOLE LAMINEE 3000X1500X2                |RMA       |M     |
| 5 |   38|BSA816006012                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 5 |   39|BSA1007066600                 |01.06.2008|31.12.9999|RONDELLE AC 6.4/17X3                    |SCC       |M     |
| 5 |   40|BSA816008050                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 50            |SCC       |M     |
| 5 |   41|BSA0034119700                 |01.06.2008|31.12.9999|PROTECTION GALET                        |CMP       |M     |
| 5 |   42|BSA870108020                  |01.06.2008|31.12.9999|GOUP EL LOURDE  8   X  20               |SCC       |M     |
| 5 |   43|BSA816008035                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 35            |SCC       |M     |
| 5 |   44|BSA872208012                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 8     X 12      |SCC       |M     |
| 5 |   45|BSA03220000MY                 |01.06.2008|31.12.9999|PALIER D'ENTR.POULIE CYL.LG.52          |GOC       |M     |
| 6 |    1|BSA0322104400                 |01.06.2008|31.12.9999|PALIER  D'ENTRAINEMENT                  |CMP       |M     |
| 6 |    2|BSA871000095                  |01.06.2008|31.12.9999|CIRCLIP I DIN 472 D.95                  |SCC       |M     |
| 6 |    3|BSA0322104500                 |01.06.2008|31.12.9999|DOUILLE  6-PANS                         |CMP       |M     |
| 6 |    4|BSA0322104600                 |01.06.2008|31.12.9999|RONDELLE                                |CMP       |M     |
| 7 |    1|BSA214510400                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X4                |RMA       |M     |
| 6 |    5|BSA872206025                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 6     X 25      |SCC       |M     |
| 6 |    6|BSA0322243600                 |01.06.2008|31.12.9999|POULIE ENTRAINEMENT                     |CMP       |M     |
| 6 |    7|BSA1008460013                 |01.06.2008|31.12.9999|ENTRETOISE  60 / 68 X 3                 |SCC       |M     |
| 6 |    8|BSA1116522700                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 60X95X18            |SCC       |M     |
| 4 |    5|BSA00340000JX                 |06.03.2016|31.12.9999|MP20 TRANSPORT INF. DRTE                |GOC       |M     |
| 5 |   95|BSA1113183400                 |01.06.2008|31.12.9999|GALET 2 JOUES 32 X 25,6 VIS M8          |SCC       |M     |
| 5 |   96|BSA0322137500                 |01.06.2008|31.12.9999|LONGERON GCHE /DROITE/ CENTRAL          |CMP       |M     |
| 6 |    4|BSA343221375                  |14.06.2021|14.10.2021|LONGERON GCHE /DROITE/ CENTRAL          |RMA       |M     |
| 5 |   97|BSA1113183000                 |01.06.2008|31.12.9999|GALET  2 JOUES 40 X 25,6 TAR M8         |SCC       |M     |
| 5 |   98|BSA816008030                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 30            |SCC       |M     |
| 5 |   99|BSA0322224800                 |01.06.2008|31.12.9999|BARRE DE RENFORT                        |CMP       |M     |
| 6 |    1|BSA217316030                  |01.06.2008|31.12.9999|BARRE PLATE ETIREE 30X16                |RMA       |M     |
| 5 |  100|BSA816008045                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 45            |SCC       |M     |
| 5 |  101|BSA0322139400                 |01.06.2008|31.12.9999|RENFORT DE LONGERON                     |CMP       |M     |
| 6 |    1|BSA217316030                  |01.06.2008|31.12.9999|BARRE PLATE ETIREE 30X16                |RMA       |M     |
| 5 |  102|BSA0322224500                 |01.06.2008|31.12.9999|BARRE DE RENFORT                        |CMP       |M     |
| 6 |    1|BSA217316030                  |01.06.2008|31.12.9999|BARRE PLATE ETIREE 30X16                |RMA       |M     |
| 5 |  103|BSA1010808002                 |01.06.2008|31.12.9999|GOUP EL RECT    8   X  30               |SCC       |M     |
| 5 |  104|BSA0322107000                 |01.06.2008|31.12.9999|TENDEUR VIS DE                          |CMP       |M     |
| 5 |  105|BSA1131003100                 |01.06.2008|31.12.9999|GALET TENDEUR BB Ø40 X 27 A GAUCHE      |SCD       |M     |
| 5 |  107|BSA1116218100                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 15X32X9             |SCC       |M     |
| 5 |  109|BSA1007060800                 |01.06.2008|31.12.9999|RDL AC    10,5 / 30   X 4               |SCD       |M     |
| 5 |  110|BSA831700010                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M10X8           |SCC       |M     |
| 5 |  111|BSA0115117900                 |01.06.2008|31.12.9999|PROTECTION GCHE                         |CMP       |M     |
| 5 |  112|BSA872208012                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 8     X 12      |SCC       |M     |
| 5 |  113|BSA1131003200                 |01.06.2008|31.12.9999|GALET TENDEUR BB Ø40 X 27 A DROITE      |SCD       |M     |
| 5 |  114|BSA0322104400                 |01.06.2008|31.12.9999|PALIER  D'ENTRAINEMENT                  |CMP       |M     |
| 5 |  115|BSA871000095                  |01.06.2008|31.12.9999|CIRCLIP I DIN 472 D.95                  |SCC       |M     |
| 5 |  116|BSA1116522700                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 60X95X18            |SCC       |M     |
| 5 |  117|BSA0322106700                 |01.06.2008|31.12.9999|POULIE ENTRAINEMENT                     |CMP       |M     |
| 5 |  118|BSA1008460012                 |01.06.2008|31.12.9999|ENTRETOISE  60   / 68  X  8             |SCC       |M     |
| 5 |  119|BSA0322138600                 |01.06.2008|31.12.9999|POULIE ENTRAINEMENT                     |CMP       |M     |
| 5 |  120|BSA0322104500                 |01.06.2008|31.12.9999|DOUILLE  6-PANS                         |CMP       |M     |
| 5 |  121|BSA0322106500                 |01.06.2008|31.12.9999|RONDELLE  SERRAGE DOUILLE 6P            |CMP       |M     |
| 6 |    1|BSA214510500                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X5                |RMA       |M     |
| 5 |  122|BSA816106045                  |01.06.2008|31.12.9999|V TR 6P_PF   M6/24 X 45                 |SCC       |M     |
| 5 |  123|BSA816008025                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 25            |SCC       |M     |
| 5 |  124|BSA0034117500                 |01.06.2008|31.12.9999|PROTECTION GALET                        |CMP       |M     |
| 5 |  125|BSA1008906016                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M 6X 27             |SCD       |M     |
| 5 |  126|BSA872206010                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 6     X 10      |SCC       |M     |
| 5 |  127|BSA0034117600                 |01.06.2008|31.12.9999|PROTECTION GALET                        |CMP       |M     |
| 5 |  128|BSA0034119700                 |01.06.2008|31.12.9999|PROTECTION GALET                        |CMP       |M     |
| 5 |  129|BSA0322000100                 |01.06.2008|31.12.9999|ECROU DE DEPLACEMENT                    |CMP       |M     |
| 5 |  130|BSA0322100900                 |01.06.2008|31.12.9999|RONDELLE PINCEMENT                      |CMP       |M     |
| 6 |    1|BSA214510400                  |19.11.2013|31.12.9999|TOLE DECAPEE 3000X1500X4                |RMA       |M     |
| 5 |  131|BSA816008035                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 35            |SCC       |M     |
| 5 |  132|BSA1104309600                 |01.06.2008|31.12.9999|COURROIE PLATE 4x25x7320                |SCC       |M     |
| 5 |  133|BSA0626102700                 |01.06.2008|31.12.9999|PROTECTION                              |CMP       |M     |
| 5 |  134|BSA816006025                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 25            |SCC       |M     |
| 5 |  135|BSA0322135800                 |01.06.2008|31.12.9999|FOURCHE                                 |CMP       |M     |
| 5 |  136|BSA0322136000                 |01.06.2008|31.12.9999|SUPPORT ROULEMENT                       |CMP       |M     |
| 6 |    1|BSA214510600                  |14.07.2014|31.12.9999|TOLE DECAPEE 3000X1500X6                |RMA       |M     |
| 5 |  137|BSA1007215508                 |01.06.2008|31.12.9999|RDL AC    15,5 / 22   X 0,5             |SCC       |M     |
| 5 |  138|BSA1007607009                 |01.06.2008|31.12.9999|RONDELLE LAMEE CONIQUE 7/18X4           |SCD       |M     |
| 5 |  139|BSA1008409090                 |01.06.2008|31.12.9999|ENTRETOISE   9   / 15  X 12,5           |SCD       |M     |
| 5 |  140|BSA1013115023                 |01.06.2008|31.12.9999|TOURILLON T 6P  15 J6 X 24              |SCD       |M     |
| 5 |  141|BSA872006030                  |01.06.2008|31.12.9999|V CON 90 TR 6P  M 6     X 30            |SCC       |M     |
| 5 |  142|BSA0322138700                 |01.06.2008|31.12.9999|CENTRAGE FEMME STABILASTIC              |CMP       |M     |
| 5 |  143|BSA816008016                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 16            |SCC       |M     |
| 5 |  144|BSA0322220600                 |01.06.2008|31.12.9999|SUPPORT                                 |CMP       |M     |
| 5 |  145|BSA0322220700                 |01.06.2008|31.12.9999|GLISSIERE                               |CMP       |M     |
| 5 |  146|BSA0251265600                 |01.06.2008|31.12.9999|PLAQUE                                  |CMP       |M     |
| 5 |  147|BSA816006016                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 16            |SCC       |M     |
| 5 |  148|BSA1001080900                 |01.06.2008|31.12.9999|VIS DE PRESSION A BILLE M10X19          |SCC       |M     |
| 5 |  149|BSA0251197100                 |01.06.2008|31.12.9999|FIXATION DE GUIDE                       |CMP       |M     |
| 5 |  150|BSA1002108083                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 50                     |SCC       |M     |
| 5 |  151|BSA819308016                  |01.06.2008|31.12.9999|V ST 6P A PT    M 8     X 16            |SCC       |M     |
| 5 |  152|BSA816008040                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 40            |SCC       |M     |
| 5 |  153|BSA1113202800                 |01.06.2008|31.12.9999|GALET BB RENVOI Ø 40 / 25               |SCC       |M     |
| 5 |  154|BSA0374021400                 |01.06.2008|31.12.9999|RONDELLE 8,2/22 X 2,5                   |SCD       |M     |
| 6 |    1|BSA220212030                  |19.03.2010|31.12.9999|BARRE RONDE ETIREE D30                  |RMA       |M     |
| 5 |  155|BSA872208010                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 8     X 10      |SCC       |M     |
| 5 |  156|BSA0322549800                 |01.06.2008|31.12.9999|PROTECTION POULIE D'ENTRAINEMENT LONGUE |CMP       |M     |
| 6 |    3|BSA274510200                  |05.12.2011|31.12.9999|TOLE LAMINEE 3000X1500X2                |RMA       |M     |
| 5 |  157|BSA816006012                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 5 |  158|BSA1007066600                 |01.06.2008|31.12.9999|RONDELLE AC 6.4/17X3                    |SCC       |M     |
| 5 |  159|BSA1104310700                 |01.06.2008|31.12.9999|COURROIE PLATE 3x48x7350                |SCC       |M     |
| 5 |  160|BSA0322144300                 |01.06.2008|31.12.9999|SUPPORT  AXE ROND                       |CMP       |M     |
| 5 |  161|BSA1002108084                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 90                     |SCC       |M     |
| 5 |  162|BSA1007103800                 |01.06.2008|31.12.9999|RDL AC     8,2 / 25   X 5,5             |SCD       |M     |
| 6 |    1|BSA220212025                  |01.06.2008|31.12.9999|BARRE RONDE ETIREE D25                  |RMA       |M     |
| 5 |  163|BSA816108070                  |01.06.2008|31.12.9999|V TR 6P PF      M 8/28  X 70            |SCC       |M     |
| 5 |  164|BSA0322161200                 |01.06.2008|31.12.9999|SUPPORT ROND                            |CMP       |M     |
| 5 |  165|BSA0322200400                 |01.06.2008|31.12.9999|PLOT PORTE OUTILS                       |CMP       |M     |
| 5 |  166|BSA1051100801                 |01.06.2008|31.12.9999|POIGNEE DEBRAYABLE                      |SCC       |M     |
| 5 |  167|BSA833108014                  |01.06.2008|31.12.9999|RDL AC     8,4 / 15   X 1,6             |SCC       |M     |
| 5 |  168|BSA00270000CS                 |01.06.2008|31.12.9999|BOGGIE 4 ROULEMENTS                     |GOC       |M     |
| 6 |    1|BSA0652140500                 |01.06.2008|31.12.9999|BOGIE                                   |CMP       |M     |
| 6 |    2|BSA1007012100                 |01.06.2008|31.12.9999|RDL   AC   10,5 / 16 X 1                |SCC       |M     |
| 6 |    3|BSA1116236400                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 10X35X11            |SCC       |M     |
